slug,title,wd_label,confidence,qid,burial,lat,lon,order,patronage_wd,image_url,commons,feast_raw,source_url,image_license
st-james-son-of-zebedee,St. James (Son of Zebedee),St. James the Elder,label,Q43999,Cathedral of Santiago de Compostela,42.880555555,-8.544444444,,Academia de Caballería de Valladolid; Cavalry of Spanish Army; Galicia; Order of Santiago; Spain; equestrian; furrier; tanner,http://commons.wikimedia.org/wiki/Special:FilePath/Dijon%20fine%20arts%20museum%20mg%201626.jpg,Saint James the Greater,http://www.wikidata.org/entity/Q2901,https://www.wikidata.org/wiki/Q43999,needs review: CC BY-SA 2.0 fr
st-jane-frances-de-chantal,St. Jane Frances de Chantal,Jane Frances de Chantal,label,Q234521,,,,Order of the Visitation of Holy Mary,,http://commons.wikimedia.org/wiki/Special:FilePath/Joanna%20de%20Chantal.jpg,Jane Frances de Chantal,http://www.wikidata.org/entity/Q2777,https://www.wikidata.org/wiki/Q234521,public domain
st-john-of-avila,St. John of Ávila,John of Ávila,label,Q320160,Basilica of St. John of Avila,37.58861111,-4.63805556,,,http://commons.wikimedia.org/wiki/Special:FilePath/Attributed%20to%20el%20Greco%20-%20Portrait%20of%20Juan%20de%20%C3%81vila%20-%20Google%20Art%20Project.jpg,John of Avila,http://www.wikidata.org/entity/Q2557,https://www.wikidata.org/wiki/Q320160,public domain
st-john-of-god,St. John of God,John of God,label,Q320171,Granada,37.175,-3.6,Brothers Hospitallers of St. John of God,,http://commons.wikimedia.org/wiki/Special:FilePath/1880%20-%20Milano%20-%20Fatebenesorelle%20-%20Pompeo%20Marchesi%2C%20S.%20Giovanni%20di%20Dio%20%281837%29%20-%20Foto%20G.%20Dall%27Orto%2C%2022-Ott-2008.jpg,John of God,http://www.wikidata.org/entity/Q2395,https://www.wikidata.org/wiki/Q320171,needs review: Attribution
st-john-of-the-cross,St. John of the Cross,John of the Cross,label,Q190388,Sepulcher of Saint John of the Cross,,,Carmelites; Order of the Brothers Discalced of the Blessed Virgin Mary of Mount Carmel,,http://commons.wikimedia.org/wiki/Special:FilePath/Zurbar%C3%A1n%20%28atribuido%29-John%20of%20the%20Cross-1656.jpg,Juan de la Cruz,http://www.wikidata.org/entity/Q2382,https://www.wikidata.org/wiki/Q190388,public domain
st-januarius,St. Januarius,Januarius,"AMBIGUOUS 2: Q315312,Q3763775",Q315312,Naples Cathedral,40.852606,14.259528,,Naples,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Januarius.jpg,Saint Januarius,http://www.wikidata.org/entity/Q2896,https://www.wikidata.org/wiki/Q315312,public domain
st-jerome,St. Jerome,Jerome,label,Q44248,Bethlehem,31.704444444,35.206111111,,,http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20ghirlandaio%2C%20san%20girolamo%2001.jpg,Saint Jerome,http://www.wikidata.org/entity/Q2881,https://www.wikidata.org/wiki/Q44248,public domain
st-jerome-emiliani,St. Jerome Emiliani,Gerolamo Emiliani,label,Q451914,,,,Somaschi Fathers,,http://commons.wikimedia.org/wiki/Special:FilePath/Ca%27%20Rezzonico%20-%20Cappella%20di%20Zianigo%20-%20San%20Girolamo%20Miani%20-%20Giandomenico%20Tiepolo.jpg,Gerolamo Emiliani,http://www.wikidata.org/entity/Q2323,https://www.wikidata.org/wiki/Q451914,public domain
st-john,St. John,John the Apostle,"AMBIGUOUS 4: Q44015,Q160916,Q328804,Q54561861",Q44015,Turkey,39.0,36.0,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rubens%20apostel%20johannes%20grt.jpg,John the Apostle,http://www.wikidata.org/entity/Q2800,https://www.wikidata.org/wiki/Q44015,public domain
st-john-bosco,St. John Bosco,John Bosco,label,Q146183,,,,Salesians of Don Bosco,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Giovanni%20Bosco.jpg,Giovanni Bosco,http://www.wikidata.org/entity/Q2289,https://www.wikidata.org/wiki/Q146183,public domain
st-john-cantius,St. John Cantius,John Cantius,label,Q275624,Church of St. Anne,50.0620887,19.9337652,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Kanty.jpg,John Cantius,http://www.wikidata.org/entity/Q2676,https://www.wikidata.org/wiki/Q275624,needs review: CC BY-SA 3.0
st-john-chrysostom,St. John Chrysostom,John Chrysostom,label,Q43706,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Johnchrysostom.jpg,John Chrysostom,http://www.wikidata.org/entity/Q2848,https://www.wikidata.org/wiki/Q43706,public domain
st-john-eudes,St. John Eudes,Jean Eudes,label,Q441714,Séminaire des Eudistes de Caen,49.1809,-0.364695,Congregation of Jesus and Mary; Oratory of Saint Philip Neri,,http://commons.wikimedia.org/wiki/Special:FilePath/JeanEudes.png,Jean Eudes,http://www.wikidata.org/entity/Q2829,https://www.wikidata.org/wiki/Q441714,public domain
st-john-fisher,St. John Fisher,John Fisher,label,Q317149,"Church of St Peter ad Vincula, Tower Hamlets",51.5086,-0.0769444,,,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Fisher%20%28painting%29.jpg,John Fisher,http://www.wikidata.org/entity/Q2663,https://www.wikidata.org/wiki/Q317149,public domain
st-john-i,St. John I,John I,label,Q160916,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20I.jpg,Ioannes I,http://www.wikidata.org/entity/Q2576,https://www.wikidata.org/wiki/Q160916,public domain
st-john-neumann,St. John Neumann,John Neumann,label,Q558256,,,,Congregation of the Most Holy Redeemer,,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Nepomuk%20Neumann.jpg,John Neumann,http://www.wikidata.org/entity/Q2202,https://www.wikidata.org/wiki/Q558256,public domain
st-john-paul-ii,St. John Paul II,John Paul II,label,Q989,St. Peter's Basilica,41.902222222,12.453416666,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20John%20Paul%20II%20smile.jpg,Ioannes Paulus II,http://www.wikidata.org/entity/Q2957,https://www.wikidata.org/wiki/Q989,needs review: CC BY 3.0 pl
st-john-the-baptist,St. John the Baptist,John the Baptist,label,Q40662,Samaria,32.276111,35.195,,,http://commons.wikimedia.org/wiki/Special:FilePath/Accademia%20-%20St%20John%20the%20Baptist%20by%20Titian%20Cat314.jpg,Saint John the Baptist,http://www.wikidata.org/entity/Q2665,https://www.wikidata.org/wiki/Q40662,public domain
st-john-vianney,St. John Vianney,Jean-Marie Vianney,label,Q243816,Basilique d'Ars,45.992371,4.823073,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sermentizon%20vianney.jpg,Jean-Marie Vianney,http://www.wikidata.org/entity/Q2784,https://www.wikidata.org/wiki/Q243816,needs review: CC BY-SA 3.0
st-john-xxiii,St. John XXIII,John XXIII,label,Q23873,Tomb of John XXIII,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ioannes%20XXIII%2C%20by%20De%20Agostini%2C%201958%E2%80%931963.jpg,Ioannes XXIII,http://www.wikidata.org/entity/Q2927,https://www.wikidata.org/wiki/Q23873,public domain
st-josaphat,St. Josaphat,Josaphat,label,Q16655984,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B2%D1%8F%D1%82%D1%8B%D0%B5%20%D0%92%D0%B0%D1%80%D0%BB%D0%B0%D0%B0%D0%BC%20%D0%B8%20%D0%98%D0%BE%D0%B0%D1%81%D0%B0%D1%84%20%D0%98%D0%BD%D0%B4%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9%20%D1%86%D0%B0%D1%80%D0%B5%D0%B2%D0%B8%D1%87%20~%20saints%20Barlaam%20and%20Josaphat%20prince%20of%20India.jpg,,,https://www.wikidata.org/wiki/Q16655984,public domain
st-josemaria-escriva,St. Josemaría Escrivá,Josemaría Escrivá,label,Q186807,prelatic church of Our Lady of Peace,41.9221,12.4836,,,http://commons.wikimedia.org/wiki/Special:FilePath/Josemaria%20Escriva.jpg,Josemaria Escrivá de Balaguer,http://www.wikidata.org/entity/Q2661,https://www.wikidata.org/wiki/Q186807,needs review: CC BY-SA 2.0
st-joseph,St. Joseph,Joseph,"AMBIGUOUS 60: Q145746,Q2062476,Q3184454,Q3769899",Q145746,Cavern of the Patriarchs,31.524672222,35.110758333,,,http://commons.wikimedia.org/wiki/Special:FilePath/JosephandhisBrothers.jpg,Joseph (son of Jacob),http://www.wikidata.org/entity/Q2855,https://www.wikidata.org/wiki/Q145746,public domain
st-josephine-bakhita,St. Josephine Bakhita,Josephine Bakhita,label,Q236030,,,,,Sudan; slave,http://commons.wikimedia.org/wiki/Special:FilePath/Bakhita%20Szent%20Jozefina.jpeg,Josephine Bakhita,http://www.wikidata.org/entity/Q2323,https://www.wikidata.org/wiki/Q236030,public domain
st-juan-diego,St. Juan Diego,Juan Diego Cuauhtlatoatzin,label,Q335539,,,,,indigenous people,http://commons.wikimedia.org/wiki/Special:FilePath/Juan-Diego.jpg,Saint Juan Diego of Mexico,http://www.wikidata.org/entity/Q2304,https://www.wikidata.org/wiki/Q335539,public domain
st-jude,St. Jude,Jude,"AMBIGUOUS 4: Q2464332,Q3187937,Q116026240,Q45434399",Q2464332,,,,,,,,,https://www.wikidata.org/wiki/Q2464332,
st-justin-martyr,St. Justin Martyr,Justin Martyr,label,Q185117,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Justin%20Martyr.jpg,Justin the Philosopher,http://www.wikidata.org/entity/Q2625,https://www.wikidata.org/wiki/Q185117,public domain
st-kateri-tekakwitha,St. Kateri Tekakwitha,Kateri Tekakwitha,label,Q609,Caughnawaga Mission,45.4154375,-73.6766875,,,http://commons.wikimedia.org/wiki/Special:FilePath/CatherinaeTekakwithaVirginis1690.jpg,Kateri Tekakwitha,http://www.wikidata.org/entity/Q2520,https://www.wikidata.org/wiki/Q609,public domain
st-katharine-drexel,St. Katharine Drexel,Katharine Drexel,label,Q254227,,,,Sisters of Mercy; Sisters of the Blessed Sacrament,,http://commons.wikimedia.org/wiki/Special:FilePath/Katharine%20Drexel.jpg,Saint Katharine Drexel,http://www.wikidata.org/entity/Q2391,https://www.wikidata.org/wiki/Q254227,public domain
st-lawrence,St. Lawrence,Laurence of Canterbury,"AMBIGUOUS 2: Q347940,Q4252076",Q347940,St Augustine's Abbey,51.278127777,1.088205555,Benedictines,,,Laurence of Canterbury,http://www.wikidata.org/entity/Q2315,https://www.wikidata.org/wiki/Q347940,
st-lawrence-of-brindisi,St. Lawrence of Brindisi,Lawrence of Brindisi,label,Q313803,,,,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Lorenzo%20da%20Brindisi.jpg,Lawrence of Brindisi,http://www.wikidata.org/entity/Q2727,https://www.wikidata.org/wiki/Q313803,public domain
st-leo-the-great,St. Leo the Great,Leo I,label,Q43954,Old St. Peter's Basilica,41.902222222,12.453333333,,,http://commons.wikimedia.org/wiki/Special:FilePath/Herrera%20mozo%20San%20Le%C3%B3n%20magno%20Lienzo.%20%C3%93valo.%20164%20x%20105%20cm.%20Museo%20del%20Prado.png,Leo I Magnus,http://www.wikidata.org/entity/Q2988,https://www.wikidata.org/wiki/Q43954,public domain
st-louis,St. Louis,Louis,"AMBIGUOUS 20: Q1351496,Q24039095,Q97727419,Q108452437",Q1351496,,,,Benedictines,,,,,https://www.wikidata.org/wiki/Q1351496,
st-louis-de-montfort,St. Louis de Montfort,Louis de Montfort,label,Q88927,Saint-Laurent-sur-Sèvre,46.958611111,-0.893055555,Company of Mary; Third Order of Saint Dominic,,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20de%20Montfort.jpg,Saint Louis de Montfort,http://www.wikidata.org/entity/Q2534,https://www.wikidata.org/wiki/Q88927,public domain
st-lucy,St. Lucy,Saint Lucy,label,Q183240,Venice,45.439722222,12.331944444,,,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Zurbar%C3%A1n%2C%20Saint%20Lucy%2C%20c.%201625-1630%2C%20NGA%2012209.jpg,Saint Lucy,http://www.wikidata.org/entity/Q2379,https://www.wikidata.org/wiki/Q183240,public domain
st-luke,St. Luke,Luke the Evangelist,label,Q128538,Greece,38.5,23.0,,,http://commons.wikimedia.org/wiki/Special:FilePath/Grandes%20Heures%20Anne%20de%20Bretagne%20Saint%20Luc.jpg,Luke the Evangelist,http://www.wikidata.org/entity/Q2964,https://www.wikidata.org/wiki/Q128538,public domain
st-marcellinus,St. Marcellinus,Marcellinus,"AMBIGUOUS 2: Q160373,Q1893302",Q160373,Catacomb of Priscilla,41.9297,12.5087,,,http://commons.wikimedia.org/wiki/Special:FilePath/Marcellinus.jpg,Marcellinus,http://www.wikidata.org/entity/Q2532,https://www.wikidata.org/wiki/Q160373,public domain
st-margaret-mary-alacoque,St. Margaret Mary Alacoque,Margaret Mary Alacoque,label,Q235853,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Marguerite-Marie%20Alacoque.jpg,Marguerite Marie Alacoque,http://www.wikidata.org/entity/Q2963,https://www.wikidata.org/wiki/Q235853,public domain
st-margaret-of-scotland,St. Margaret of Scotland,Saint Margaret of Scotland,label,Q230507,Dunfermline Abbey,56.0697028,-3.463541394,,Scotland,http://commons.wikimedia.org/wiki/Special:FilePath/2010-08-02%20Salisbury%20Cathedral%20interior%2020.jpg,"Margaret of Wessex, Queen of Scotland",http://www.wikidata.org/entity/Q3029,https://www.wikidata.org/wiki/Q230507,needs review: CC BY-SA 4.0
st-maria-goretti,St. Maria Goretti,Maria Goretti,label,Q234697,,,,Passionists,,http://commons.wikimedia.org/wiki/Special:FilePath/Photograph%20of%20Saint%20Maria%20Goretti%2C%201902.jpg,Maria Goretti,http://www.wikidata.org/entity/Q2695,https://www.wikidata.org/wiki/Q234697,public domain
st-mark,St. Mark,Mark the Evangelist,"AMBIGUOUS 2: Q31966,Q132797",Q31966,St Mark's Basilica,45.434444444,12.339722222,,,http://commons.wikimedia.org/wiki/Special:FilePath/Caxias%20museumunicipal4.jpg,Saint Mark,http://www.wikidata.org/entity/Q2387117,https://www.wikidata.org/wiki/Q31966,needs review: CC BY-SA 3.0
st-martha,St. Martha,Martha,label,Q232453,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mnma%2C%20St%20Martha%20penitents.JPG,Saint Martha,http://www.wikidata.org/entity/Q2717,https://www.wikidata.org/wiki/Q232453,public domain
st-martin,St. Martin,Martin Haller,"AMBIGUOUS 60: Q77382,Q369002,Q382428,Q937096",Q77382,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Allers%2C%20Christian%20Wilhelm%20-%20Rathausbaumeister%20Detail%20Martin%20Haller%20-%20Hamburger%20Kunsthalle.jpg,Martin Haller (architect),,https://www.wikidata.org/wiki/Q77382,public domain
st-martin-de-porres,St. Martin de Porres,Martin de Porres,label,Q313293,,,,Dominican Order,,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Martin%20de%20Porres%20huaycan.jpg,Saint Martin de Porres,http://www.wikidata.org/entity/Q2995,https://www.wikidata.org/wiki/Q313293,public domain
st-martin-of-tours,St. Martin of Tours,Martin of Tours,label,Q133704,"Basilica of St. Martin, Tours",47.393056,0.682778,,,http://commons.wikimedia.org/wiki/Special:FilePath/Simone%20Martini%20040.jpg,Martin of Tours,http://www.wikidata.org/entity/Q2987,https://www.wikidata.org/wiki/Q133704,public domain
st-mary-magdalen,St. Mary Magdalen,Mary Magdalene,label,Q63070,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20de%20Champaigne%20-%20The%20Repentant%20Magdalen%20-%20Google%20Art%20Project.jpg,Mary Magdalene,http://www.wikidata.org/entity/Q2725,https://www.wikidata.org/wiki/Q63070,public domain
st-mary-of-bethany,St. Mary of Bethany,Mary of Bethany,label,Q239058,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20%28Jan%29%20Vermeer%20-%20Christ%20in%20the%20House%20of%20Martha%20and%20Mary%20-%20Google%20Art%20Project.jpg,Mary of Bethany,http://www.wikidata.org/entity/Q35032,https://www.wikidata.org/wiki/Q239058,public domain
st-matthew,St. Matthew,Matthew the Apostle,label,Q43600,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20De%20apostel%20Mattheus%20-%20L%27apotre%20Matthieu%20-%20Fonds%20Generet%20-%20Koning%20Boudewijnstichting%20-%20Fondation%20Roi%20Baudouin.jpg,Saint Matthew,http://www.wikidata.org/entity/Q3029,https://www.wikidata.org/wiki/Q43600,public domain
st-matthias,St. Matthias,Matthias,"AMBIGUOUS 10: Q6791507,Q16575404,Q20556638,Q56449454",Q6791507,,,,,,,,,https://www.wikidata.org/wiki/Q6791507,
st-maximilian-kolbe,St. Maximilian Kolbe,Maximilian Kolbe,label,Q153850,Auschwitz,50.035833333,19.178333333,Conventual Franciscans,blood donor,http://commons.wikimedia.org/wiki/Special:FilePath/Fr.Maximilian%20Kolbe%20in%201936.jpg,Maksymilian Kolbe,http://www.wikidata.org/entity/Q2775,https://www.wikidata.org/wiki/Q153850,public domain
st-methodius-and-cyril,St. Methodius (and Cyril),Methodius of Thessaloniki,label,Q470621,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Icon%20of%20Saint%20Methodius%2C%20The%20Holy%20Mount%20of%20Grabarka.png,Saint Methodius,http://www.wikidata.org/entity/Q2555,https://www.wikidata.org/wiki/Q470621,needs review: CC BY-SA 4.0
st-michael,St. Michael,Rosta Benecky,"AMBIGUOUS 55: Q121891999,Q123065834,Q60048692,Q76465984",Q121891999,,,,,,,,,https://www.wikidata.org/wiki/Q121891999,
st-monica,St. Monica,Monica of Hippo,label,Q234689,Basilica of Saint Augustine in Campo Marzio,41.900801904,12.47425985,,,http://commons.wikimedia.org/wiki/Special:FilePath/Piero%2C%20santa%20monaca.jpg,Saint Monica of Hippo,http://www.wikidata.org/entity/Q2822,https://www.wikidata.org/wiki/Q234689,public domain
st-nereus,St. Nereus,Nereus,label-nostatus,Q19202759,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rome%20Chiesa%20Nuova%20Flavia%20Domitilla%20van%20Terracina%2C%20Nereus%20en%20Achilleus%20%28Rubens%29%2010-01-2011%2010-50-38.JPG,,,https://www.wikidata.org/wiki/Q19202759,public domain
st-nicholas,St. Nicholas,Nicholas I,"AMBIGUOUS 4: Q170503,Q2396437,Q4320622,Q4320627",Q170503,St. Peter's Basilica,41.902222222,12.453416666,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20Nicholas%20I.jpg,Nicolaus I,http://www.wikidata.org/entity/Q2984,https://www.wikidata.org/wiki/Q170503,public domain
st-norbert,St. Norbert,Nordebert,"AMBIGUOUS 8: Q2066135,Q17429490,Q23772473,Q31053909",Q2066135,,,,,,,,,https://www.wikidata.org/wiki/Q2066135,
st-pancras,St. Pancras,Pancras,label-nostatus,Q12090859,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vsevolod.jpg,Pancras (Matviievskyi),,https://www.wikidata.org/wiki/Q12090859,needs review: CC BY-SA 3.0
st-patrick,St. Patrick,Saint Patrick,label,Q165479,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Patrick%20Catholic%20Church%20%28Junction%20City%2C%20Ohio%29%20-%20stained%20glass%2C%20Saint%20Patrick%20-%20detail.jpg,Saint Patrick,http://www.wikidata.org/entity/Q6756698,https://www.wikidata.org/wiki/Q165479,needs review: CC BY-SA 4.0
st-paul,St. Paul,Paul the Apostle,"AMBIGUOUS 3: Q9200,Q103404,Q54561871",Q9200,Basilica of Saint Paul outside the Walls,41.858611111,12.477222222,,,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Francesco%20Barbieri%20-%20Saint%20Paul.jpg,Saint Paul,http://www.wikidata.org/entity/Q3027,https://www.wikidata.org/wiki/Q9200,public domain
st-paulinus-of-nola,St. Paulinus of Nola,Paulinus of Nola,label,Q132473,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Linz%20Dom%20Fenster%2009%20img03.jpg,Saint Paulinus of Nola,http://www.wikidata.org/entity/Q2663,https://www.wikidata.org/wiki/Q132473,public domain
st-paul-miki-and-companions,St. Paul Miki and Companions,Paul Miki,label,Q380649,,,,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Bamberg%20St%20Martin%20Figur%20Paul%20Miki.jpg,Paulus Miki,http://www.wikidata.org/entity/Q2320,https://www.wikidata.org/wiki/Q380649,needs review: CC BY 3.0
st-paul-of-the-cross,St. Paul of the Cross,Paul of the Cross,label,Q370261,Basilica of Saints John and Paul on the Caelian Hill,41.886272,12.492659,Passionists,,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20de%20la%20croix.jpg,Saint Paul of the Cross,http://www.wikidata.org/entity/Q2961,https://www.wikidata.org/wiki/Q370261,public domain
st-peter,St. Peter,Saint Peter,"AMBIGUOUS 4: Q33923,Q62607833,Q123560444,Q131543176",Q33923,Vatican Necropolis,41.902301,12.453293,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope-peter%20pprubens.jpg,Saint Peter,http://www.wikidata.org/entity/Q2659,https://www.wikidata.org/wiki/Q33923,public domain
st-peter-chrysologus,St. Peter Chrysologus,Peter Chrysologus,label,Q328742,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20crisologo01.jpg,Peter Chrysologus,http://www.wikidata.org/entity/Q2716,https://www.wikidata.org/wiki/Q328742,needs review: CC BY-SA 3.0
st-peter-claver,St. Peter Claver,Peter Claver,label,Q167458,Colombia,4.0,-73.25,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/StPeterClaver.jpg,Saint Peter Claver,http://www.wikidata.org/entity/Q2856,https://www.wikidata.org/wiki/Q167458,public domain
st-peter-damian,St. Peter Damian,Peter Damian,label,Q258369,Faenza Cathedral,44.285984,11.884132,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Pierodamiani2.JPG,Petrus Damiani,http://www.wikidata.org/entity/Q2350,https://www.wikidata.org/wiki/Q258369,public domain
st-peter-julian-eymard,St. Peter Julian Eymard,Peter Julian Eymard,label,Q560994,,,,Society of Mary,,http://commons.wikimedia.org/wiki/Special:FilePath/Eymard.jpg,Pierre-Julien Eymard,http://www.wikidata.org/entity/Q2785,https://www.wikidata.org/wiki/Q560994,public domain
st-robert-bellarmine,St. Robert Bellarmine,Robert Bellarmine,label,Q298664,Sant'Ignazio Church,41.89904,12.47973,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20kardinaal%20Robertus%20Bellarminus%2C%20onbekend%2C%20schilderij%2C%20Museum%20Plantin-Moretus%20%28Antwerpen%29%20-%20MPM%20V%20IV%20110%20%28cropped%29.jpg,Roberto Bellarmino,http://www.wikidata.org/entity/Q2894,https://www.wikidata.org/wiki/Q298664,public domain
st-philip-neri,St. Philip Neri,Philip Neri,label,Q217791,,,,Oratory of Saint Philip Neri,,http://commons.wikimedia.org/wiki/Special:FilePath/Chiesa%20di%20San%20Polo%20%28Venice%29%20-%20Oratorio%20del%20Crocifisso%20-%20St.%20Philip%20Neri%20by%20Giandomenico%20Tiepolo.jpg,Philip Neri,http://www.wikidata.org/entity/Q2586,https://www.wikidata.org/wiki/Q217791,needs review: CC BY-SA 4.0
st-pio-of-pietrelcina-padre-pio,St. Pio of Pietrelcina (Padre Pio),Padre Pio,label,Q193754,,,,Order of Friars Minor Capuchin,,http://commons.wikimedia.org/wiki/Special:FilePath/Padre%20Pio%20portrait.jpg,Padre Pio,http://www.wikidata.org/entity/Q2888,https://www.wikidata.org/wiki/Q193754,public domain
st-pius-v,St. Pius V,Pius V,label,Q131945,Basilica di Santa Maria Maggiore,41.8975,12.498611111,Dominican Order,,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolomeo%20Passarotti%20-%20Pius%20V.jpg,Pius V,http://www.wikidata.org/entity/Q2536,https://www.wikidata.org/wiki/Q131945,public domain
st-pius-x,St. Pius X,Pius X,label,Q43739,St. Peter's Basilica,41.902222222,12.453416666,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pius%20X%2C%20by%20Ernest%20Walter%20Histed%20%28retouched%29.jpg,Pius X,http://www.wikidata.org/entity/Q2823,https://www.wikidata.org/wiki/Q43739,public domain
st-polycarp,St. Polycarp,Polycarp,label,Q192371,Tomb of Saint Polycarp,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Polycarp.jpg,Polycarp of Smyrna,http://www.wikidata.org/entity/Q2352,https://www.wikidata.org/wiki/Q192371,public domain
st-pontian,St. Pontian,Pontian,label,Q132113,Catacomb of Callixtus,41.85887778,12.51105833,,,http://commons.wikimedia.org/wiki/Special:FilePath/18-St.Pontian.jpg,Pontianus,http://www.wikidata.org/entity/Q2776,https://www.wikidata.org/wiki/Q132113,public domain
st-raphael,St. Raphael,Raphael,"AMBIGUOUS 9: Q5597,Q561205,Q888854,Q7293936",Q5597,Pantheon,41.898611111,12.476944444,Franciscans,,http://commons.wikimedia.org/wiki/Special:FilePath/Raffaello%20Sanzio.jpg,Raffaello Sanzio,,https://www.wikidata.org/wiki/Q5597,public domain
st-rita-of-cascia,St. Rita of Cascia,Q153024,label,Q153024,Saint Rita Basilica,42.71892,13.01264,Augustinian nuns,abuse; illness; incorrigibility; mother; wound,http://commons.wikimedia.org/wiki/Special:FilePath/S.Rita%20da%20Cascia.jpg,Rita of Cascia,http://www.wikidata.org/entity/Q2581,https://www.wikidata.org/wiki/Q153024,public domain
st-romuald,St. Romuald,Romuald,label,Q379691,,,,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Angelico%20032.jpg,Saint Romuald,http://www.wikidata.org/entity/Q2669,https://www.wikidata.org/wiki/Q379691,public domain
st-rose-of-lima,St. Rose of Lima,Rose of Lima,label,Q244383,Basilica and Convent of Santo Domingo,-12.044086111,-77.031927777,Third Order of Saint Dominic,,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Rosa%20de%20Lima%20Ebrafol.jpg,Saint Rose of Lima,http://www.wikidata.org/entity/Q2818,https://www.wikidata.org/wiki/Q244383,needs review: CC BY-SA 2.5
st-rose-philippine-duchesne,St. Rose Philippine Duchesne,Rose Philippine Duchesne,label,Q268064,Missouri,38.5,-92.5,Society of the Sacred Heart,,http://commons.wikimedia.org/wiki/Special:FilePath/DuchesneRSCJ.jpg,Rose Philippine Duchesne,http://www.wikidata.org/entity/Q3027,https://www.wikidata.org/wiki/Q268064,public domain
st-scholastica,St. Scholastica,Scholastica,label,Q231300,,,,Nuns of the order of Saint Benedict,Le Mans; book; convulsion; education; school; test,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20Mantegna%20019.jpg,Saint Scholastica,http://www.wikidata.org/entity/Q2325,https://www.wikidata.org/wiki/Q231300,public domain
st-sebastian,St. Sebastian,Simon Rex,"AMBIGUOUS 19: Q175305,Q706913,Q2263257,Q6122806",Q175305,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20Rex%20during%20an%20interview%2C%20March%202022.jpg,Simon Rex,,https://www.wikidata.org/wiki/Q175305,needs review: CC BY 3.0
st-sixtus-ii,St. Sixtus II,Sixtus II,label,Q127385,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20%E2%80%93%20Sixtus%20II.jpg,Sixtus II,http://www.wikidata.org/entity/Q2787,https://www.wikidata.org/wiki/Q127385,public domain
sts-martha,Sts. Martha,Martha,label,Q232453,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mnma%2C%20St%20Martha%20penitents.JPG,Saint Martha,http://www.wikidata.org/entity/Q2717,https://www.wikidata.org/wiki/Q232453,public domain
